0.8	состояние удержания	состояние активной жизни.
0	Инстанция или действие, являющееся неправильным.	проявлять внимание; принимать во внимание.
0.4	акт выражения одобрения, поддержки чего-либо	акт уменьшения чего-то заметно.
0.6	акт использования чего-то.	Деятельность по защите чего-либо от потери или опасности.
4.4	Отчаивать или пугать угрозами или доминирующим образом; запугивать; быть властным по отношению к кому-то.	обескураживать или запугивать угрозами или доминирующим образом; запугивать.
0	Жертвоприношение или цена, необходимая для достижения чего-то.	Оценка стоимости чего-то.
0	акт пропаганды чего-либо	акт насильственного захвата человека.
0	состояние занятости	состояние отлучения.
1.8	качество быть полезным для чего-то	не быть полезным или удобным.
0	человек, который быстро запоминает или учится	человек, который объединяется с другими в какой-то деятельности или усилиях.
0	состояние поддержания веса	состояние соединения.
0	акт прогнозирования или предсказания чего-то	акт воспитания чего-то.
4.46666666666667	дать подробный отчет о	рассказать или дать подробный отчет.
0.4	Восхитительный или стимулирующий опыт.	акт построения чего-то.
0	акт прогнозирования или предсказания чего-то	акт восхождения на что-то.
0	акт предоставления стимула кому-то	акт нанесения вреда чему-то или кому-то.
1.9	акт использования чего-то.	акт тестирования чего-то.
0	корень или основная форма слова	удаление фигуры соперника с шахматной доски.
1.6	быть или вступать в конфликт	возникают или возникают.
2.4	могут стать более острыми или интенсивными	сделать или стать более узкой или ограниченной.
5	Перемещаться или располагаться в удобном и уютном положении.	перемещаться или располагаться в удобном и уютном положении.
0	Буквально привести к тому, что я не смогу видеть.	связывать обязательством; вызывать задолженность.
0.8	привлекать; вызывать влюбленность (своей) природой.	Материя, которая была отложена каким-то естественным процессом.
2.8	визуальное изображение, нарисованное вручную	визуальное представление чего-то.
0.4	человек, являющийся членом сената	лицо, являющееся членом товарищества.
0	Покрытие или спина с фольгой.	общаться или сигнализировать флагом.
0	Состояние удовлетворенности жизнью.	состояние присоединения или объединения или соединения.
0.4	смотреть или наблюдать что-то или кого-то	акт найма чего-то или кого-то.
4.9	привести в порядок, привести в порядок	Посмотрите, как он выглядит.
1	избыток или изобилие чего-то	подвергать подозрению или подвергать сомнению.
3.6	просить или требовать от кого-то ответа; бросать вызов кому-то	обратиться к кому-то с просьбой или требованием.
0.4	акт перемещения, поворота чего-либо	акт принятия решения о чем-то.
0	состояние занятости	состояние истощения.
0	в качестве вступления или предисловия	возбуждать чувства, эмоции, или мир.
0	акт сокрытия или маскировки	акт предоставления субсидии.
0	Начинать что-то новое.	акт отказа от чего-то.
4.91666666666667	(причиной) разделения или перемещения в разных направлениях	чтобы вызвать разделение и идти в разных направлениях.
0.2	жить в кустах как беглец или партизан	заявлять в качестве судьи или арбитра.
0	Акт выкупа того, что ранее было продано.	акт нанесения вреда чему-то или кому-то.
5	Приводить, вести или заставлять отказаться от злого пути или образа жизни и принять правильный курс действий.	приводит, ведет или заставляет отказаться от неправильного или плохого образа жизни, поведения и принять правильный.
4.2	(Потому что) бегать в умеренно быстром темпе.	бегать в умеренно быстром темпе.
0.4	(причины) встречи или пересечения	Причиной может быть щелчок.
0.8	урегулировать или разобраться с чем-то	Поставить или ввести в что-то.
0.6	вызывать переход от одного курса или использования к другому	отправлять от одного человека или места к другому.
4	поиск (как дно водоема) чего-то	поиск (как дно водоема) чего-то ценного или потерянного.
0	осознавать и сожалеть об отсутствии чего-то или кого-то	ограничение, которое контролирует движение чего-либо.
3.6	Следуй своей или чужой дороге.	идти своей дорогой, расходиться.
0.4	состояние контакта	состояние или факт собственности.
5	акт или средство избавления от чего-то.	акт удаления или избавления от чего-то.
0.8	в качестве вступления или предисловия	установить или запросить определенную цену.
2.2	разрыв социальных связей	свободны от обязательств или обязанностей.
1.26666666666667	Человеческий акт создания чего-то нового.	акт речи сделать что-то очевидным.
0.6	состояние удержания	состояние отторжения.
0.6	Инстанция или действие, являющееся неправильным.	пространство, где происходит разделение или разделение.
4	Доставка благ: достижение успеха, достижение цели	достичь успеха или достичь желаемой цели.
3.7	акт причинения вреда или причинения вреда кому-либо	акт нанесения вреда чему-то или кому-то.
4.46666666666667	дать подробный отчет о	рассказать или дать подробный отчет.
0	пульсация сердца	часть (что-то старое) новой частью.
0	вести себя или двигаться определенным образом	быть достойным или иметь определенный рейтинг.
4.7	двигаться или выполнять очень быстро или поспешно	бегать или двигаться очень быстро или поспешно.
4.8	предположить или полагать, что это так	Я считаю, что это так.
0	границу или границу объекта	планировать, организовывать и проводить (событие).
0.75	акт предоставления стимула кому-то	акт потери кого-то или чего-то.
0.4	Начинать что-то новое.	акт уменьшения чего-то заметно.
4.5	вводить или давать, как порции	вводить или давать, как в маленьких порциях.
0.75	Просить; просить о какой-то информации или действиях.	акт передачи чего-то другому человеку.
0.4	Акт указания или указания по имени.	акт расходования или выплаты денег.
0.8	Начинать что-то новое.	акт остановки чего-то.
4.8	перемещаться из одного места в другое	перемещаться из одного места в другое.
0	в качестве вступления или предисловия	выставлять на прохладный или холодный воздух для охлаждения или освежения.
0	действие размещения или расположения объекта	акт выбора или отбора.
0	акт нанесения препарата на что-то.	акт сломать что-то.
1.3	состояние удержания	состояние соединения.
0	следствие, исход или результат чего-то	у вас есть разногласия по поводу чего-то.
0	акт ограничения, предотвращения или блокирования чего-либо	акт обмена одной вещи на другую.
0.4	акт сохранения или защиты чего-либо	акт применения силы для продвижения чего-либо.
5	уменьшение силы, воздействия или эффекта	уменьшится в силе или эффекте.
0	акт обвинения кого-то или чего-то в том, что он виноват	Войти во владение чем-то конкретным или абстрактным.
2.8	обоснование или причина чего-то	Отношения, которые обеспечивают основу для чего-то.
1.4	просить или требовать что-то от кого-то	акт нанесения вреда чему-то или кому-то.
4.6	официально зарегистрироваться в качестве участника	официально зарегистрироваться в качестве участника или члена.
0.4	акт поворота, вращения объекта	черта растраты ресурсов.
3.6	определяющая, отличительная форма или форма чего-либо	выдающийся атрибут или аспект чего-то.
4.6	РАН АГРУНД - причина, чтобы) прийти на землю	Причина, по которой он упал на землю.
5	Выделение или выброс (слива, мокрота, мокрота или рвота) из рта.	выделения (сливы, мокроты или мокроты) из полости рта.
0	совокупность вещей или людей	Визуальный вид чего-то или кого-то.
0.4	отследить форму или контуры	изменить расположение или положение.
0.4	акт сохранения или защиты чего-либо	акт подтверждения или утверждения или заявления чего-либо.
0.6	акт сохранения или защиты чего-либо	акт уменьшения или уменьшения чего-то.
1.2	Манипулировать или перемещать что-то, чтобы оперировать.	действовать или двигаться на большой скорости.
0.4	процесс становления меньше или меньше	физический процесс выброса отходов.
1.2	состояние удержания	состояние бытия фактического или реального.
4.8	Подниматься или подниматься вверх под действием естественной силы, такой как волна.	подниматься или подниматься вверх под воздействием естественной силы, такой как волна.
1.4	сделать предложение или предложения с определенной целью	создать канал для; предоставить канал.
0	деятельность по изучению или оценке чего-либо	акт расходования или выплаты денег.
4.6	соединяются так, что образуют более сложный продукт	объединяются в единое целое; смешиваются.
5	Понять смысл чего-то.	понять смысл чего-то.
0.4	ароматическое качество чего-то	относительно длинный узкий кусок чего-то.
0.4	оценить или рассчитать числовую величину чего-либо	Наблюдать или наметить движущийся путь чего-либо.
0.8	поставить в опасное положение	поставить в горизонтальное положение.
4.8	хранилище или запас чего-либо	большой или дополнительный запас чего-то.
0	Понять смысл чего-то.	организовывать (производство чего-то) в промышленность.
1	Доля или процент чего-то.	Оценка стоимости чего-то.
0	акт сокрытия или маскировки	акт взрыва или разрыва.
4.4	дать обманчивое объяснение; прикрыть	дать обманчивое объяснение или оправдание.
0	принять судебные меры против, как в суде	завязать или закрепить в узел.
0	Акт поиска или покупки товаров или услуг.	акт разветвления или разделения на ветви.
0	Довести до определенного давления.	приводит к определенному духовному состоянию.
5	проникнуть или разрезать острым инструментом	проникнуть или прорезать острым инструментом.
0.4	(Потому что) бегать в умеренно быстром темпе.	причинять телесные страдания, болезнь или недомогание.
0	то, как что-то подстраивается под форму	как что-то делается или как это происходит.
0.4	осознавать и сожалеть об отсутствии чего-то или кого-то	суждение о качествах чего-то или кого-то.
4.8	Будьте восприимчивы или готовы к действию или убеждению.	сделать восприимчивым или готовым к действию или отношению или убеждению.
0	агент или компания, которая что-то страхует	энергичная попытка чего-то достичь.
0	событие предложения или добровольного предоставления чего-либо	акт отказа от чего-то.
1.2	снять с места или с должности	исключить из конкурса или гонки.
4.2	(Причина) стать менее напряженным; отдохнуть или расслабиться.	успокоиться, отдохнуть или расслабиться.
0	свободные (от ограничений), свободные (от ограничений),	громкий резонансный повторяющийся шум.
0.4	акт поворота, вращения объекта	акт беспокойства или раздражения кого-то.
2.8	перемещение в или из места или ситуации;	убрать или вытеснить из положения.
0.6	Начинать что-то новое.	акт сломать что-то.
0	качество усиленного света на участках объекта	деятельность по защите кого-то или чего-то.
0	акт перемещения или передачи чего-либо	акт уменьшения или уменьшения чего-то.
0	акт сохранения или защиты чего-либо	Деятельность по поставке или предоставлению чего-либо.
1.9	акт использования чего-то.	акт тестирования чего-то.
0	Нарисуй крест в воздухе над чем-нибудь.	понять смысл чего-то.
2.6	акт насильственного захвата оппозиции	акт принуждения врага к отступлению.
0	акт выбора или отбора	акт намотки или кручения.
5	Провоцировать кого-то на что-то через (часто преувеличенные или ложные) обещания или убеждения.	провоцировать кого-то на что-то через (часто ложные или преувеличенные) обещания или убеждения.
0	Откажитесь признать что-то действительным (а не личность).	Сила использовать что-то или кого-то.
1.4	указание на что-то, доказательство	раскрытие чего-то секретного.
0	акт улучшения качества чего-либо	акт начала чего-то.
4.4	создать новое предприятие путем объединения компонентов или членов	создавать, соединяя компоненты или элементы.
0	Небольшая металлическая плита на ноге танцевальной обуви	что-то, что плавает на поверхности воды.
0.4	акт обвинения кого-то или чего-то в том, что он виноват	акт восстановления чего-либо в рабочем состоянии.
0	состояние контакта	состояние исключения.
5	Сумма, которую можно содержать	объем, который может быть сдержан.
2.6	сбор имен и адресов получателей информационного контента	часть широкой общественности, заинтересованной в источнике информации или развлечений.
0	повернуть, скрутить или закрепить (как будто) с помощью винта	Вытаскивать или поднимать с или как будто с ложкой.
3.8	акт прогнозирования или предсказания чего-то	акт проецирования из чего-то.
1.2	стать или стать причиной препятствий	становится мягким или жидким.
0	иметь финансовые средства, чтобы приобрести, купить или сделать что-то	ограждающая рама вокруг дверного или оконного отверстия.
0	акт насильственного захвата оппозиции	акт взлома чего-то.
0.6	Человеческий акт создания чего-то нового.	акт воспитания чего-то.
4.26666666666667	терпеть что-то неприятное	терпеть что-то или кого-то неприятного.
0	(причина) произойти в более позднее время	Причина перепрыгивать по поверхности.
0.4	небольшая, неопределенная часть чего-либо	Древесина, используемая при строительстве чего-то.
4.4	быть переданным, попасть в распоряжение	вошли в его владение.
4.26666666666667	терпеть что-то неприятное	терпеть что-то или кого-то неприятного.
0.2	Производит звук дробления, возможно, в результате прессования или шлифования.	иметь дальность стрельбы; быть способным проецировать на определенное расстояние, как пушка.
1.4	Поместить или сложить как в кучу.	вставлять в рамку или как будто в рамку.
0.6	акт трения поверхности	акт нанесения краски на поверхность.
5	Перемещаться или располагаться в удобном и уютном положении.	перемещаться или располагаться в удобном и уютном положении.
0.6	Откажитесь признать что-то действительным (а не личность).	акт речи сделать что-то очевидным.
0	акт ограничения, предотвращения или блокирования чего-либо	акт направления или консультации.
0.4	акт выбора или отбора	акт начала чего-то.
1	акт использования чего-то.	акт помещения чего-то где-то.
0	Встреча или встреча на социальном или профессиональном уровне	получать или вымогать (деньги или другое имущество) у кого-либо.
0	контекст или обстановка, в которой что-то происходит	акт начала чего-то.
0	состояние удержания	акт сломать что-то.
4.85	Содействовать прогрессу или росту.	способствовать прогрессу или росту.
1.8	вызвать или стать доступным состояние, сделать или стать доступным	вызывать опыт или страдания или подвергать ответственности или уязвимости.
1	снять с места или с должности	Удалить из памяти или существования.
0	акт сохранения или защиты чего-либо	акт воспитания чего-то.
4.6	получить или найти обратно; восстановить	получить или найти обратно; восстановить использование.
0.2	рассматривать что-то вероятное или разумное, что произойдет	перейти к чему-то меньшему или низшему.
0	Предмет нарушает дыхание кого-то или чего-то.	преимущество в пользу кого-то или чего-то.
4.2	осуществлять или завершать деятельность	совершить или выполнить действие.
4.4	Опускается, опускается или оседает от давления или потери напряженности; становится менее интенсивным.	опускается, опускается или оседает из-за давления или потери напряженности.
0	вызывать переход от одного курса или использования к другому	вызвать выщелачивание или просачивание (жидкости).
1.6	(причиной) внезапного или кратковременного появления	Причина появиться в новой форме.
0.4	акт причинения вреда или причинения вреда кому-либо	акт перетягивания или перетаскивания чего-либо.
0	акт перемещения, поворота чего-либо	акт построения чего-то.
0	акт сохранения или защиты чего-либо	Нарисуй чертеж или эскиз чего-нибудь.
1.4	(причина) развалиться, разделиться или расколоться	вызывают возбуждение, возбуждение или возбуждение.
1.2	снять с места или с должности	исключить из конкурса или гонки.
4.46666666666667	дать подробный отчет о	рассказать или дать подробный отчет.
0.8	акт переворачивания предмета в воздух	акт разрыва, разрыва или расщепления чего-либо.
0.2	акт сохранения или защиты чего-либо	акт выбора или отбора.
0	акт протеста, инакомыслия	акт сломать что-то.
0	Деятельность, притворяясь кем-то или чем-то другим	деятельность по защите кого-то или чего-то.
0	сделать изображение или звук яснее; сфокусировать	создать беспорядок или создать беспорядок.
0.2	акт поворота, вращения объекта	акт захвата предмета руками.
1	акт оценки, критики чего-либо	акт уменьшения или уменьшения чего-то.
4.2	(Потому что) бегать в умеренно быстром темпе.	бегать в умеренно быстром темпе.
0.4	проводить время в определенном месте или способом	назначить новое время и место для события.
0	(Потому что) быть покрытым чем-то.	отдавать кому-то должное за что-то.
0.4	Измерение чего-либо.	состояние неуверенности в чем-то.
3.8	Напишите всю необходимую информацию.	Запишите всю необходимую информацию в форму.
0	внезапное состояние неверия в что-то	акт выбора или отбора.
0.2	акт сокрытия или маскировки	акт формирования или установления чего-либо.
0	Причина или подстрекательство к чему-то.	Конец или завершение чего-то.
4.4	Потеряет ясность или отворачивается, особенно от главного предмета внимания или пути аргументации.	потерять ясность или отклониться особенно от основного предмета внимания или курса аргумента в письме, мышлении или речи.
0	контекст или ситуация, которые препятствуют или мешают	Негативный аспект чего-то, что в целом положительно.
0	Создать электрическое замыкание в чем-то.	поспорить о чем-то.
3.2	Иметь цвет кожи с ярким ярким цветом; отражать эмоции через свой цвет кожи.	имеют ярко-красный или розовый цвет лица.
3	приписать или поместить в ассоциации с	быть или действовать в связи с.
0	Структура растения возле вершины растения.	сильный воздушный поток.
0	акт трения поверхности	акт предоставления временной помощи.
0.4	акт прогнозирования или предсказания чего-то	акт начала чего-то.
5	Сумма, которую можно содержать	объем, который может быть сдержан.
0	закругленный конец кости	вставить в чью-то голову.
0	действие размещения или расположения объекта	условие жизни или состояние жизни.
1.8	акт причинения вреда или причинения вреда кому-либо	действия, препятствующие, препятствующие или препятствующие.
4.5	вводить или давать, как порции	вводить или давать, как в маленьких порциях.
0	утверждение предложения, предлагаемого как истинное	противодействие чему-то, с чем вы не согласны или не одобряете.
0	акт входа в сооружение	состояние бытия фактического или реального.
0	акт сохранения или защиты чего-либо	акт завершения чего-то.
4.8	Область, которая является центральной в некотором более крупном регионе.	Область, которая находится примерно в центре какой-то более крупной области.
0	снизить цену чего-то	скорость повторения некоторых событий.
0	Инстанция или действие, являющееся неправильным.	статус или факт избрания.
0	состояние в рабочем состоянии	состояние бытия фактического или реального.
1.3	состояние удержания	состояние соединения.
1.2	действие размещения или расположения объекта	Формирование людей или вещей рядом друг с другом.
0.4	акт призыва солдат в армию	акт соревнования, как для получения прибыли или приза.
0.4	акт прогнозирования или предсказания чего-то	акт остановки чего-то.
0.8	состояние занятости	состояние исключения.
0	иметь в виду как план или цель	Вытирайте губкой, чтобы очистить или увлажнить.
0	акт протеста, инакомыслия	акт энергичного удара.
5	класс учащихся, обучающихся вместе	группа студентов, которые учатся вместе.
4.85	Содействовать прогрессу или росту.	способствовать прогрессу или росту.
0	Поставить в движение или двигаться, чтобы действовать; сделать активным или более активным.	Что-то, что служит прикрытием или защитой.
0	акт отрезания длины, отрезания	акт принятия или принятия законов.
0	акт перемещения, поворота чего-либо	акт восхождения на что-то.
4.91666666666667	(причиной) разделения или перемещения в разных направлениях	чтобы вызвать разделение и идти в разных направлениях.
0.2	крышка с основанием для праймера	Двигаться с ударным движением.
0.6	состояние наличия вариантов, альтернатив	акт прибытия на сушу после путешествия.
0.8	акт сохранения или защиты чего-либо	акт восприятия запаха чего-то.
4	вести себя или двигаться определенным образом	вести себя определенным образом.
0	суть или суть чего-то	Недостаток, который возникает из-за потери чего-то.
4.4	Подготовка к действию или использованию	Приготовьтесь к действию или использованию.
2.2	Причина быть погруженным в	быть заинтересованным или любопытным.
4.4	тип военного самолета	подразделение военной авиации.
2.6	проникают в него путем проникновения или проникновения	акт сломать что-то.
0	Пограничная область или край чего-то.	концентрированный пример чего-то.
4.4	деятельность по изучению или оценке чего-либо	акт обозначения или идентификации чего-либо.
0.6	Начинать что-то новое.	акт завершения чего-то.
0	качество усиленного света на участках объекта	дата, на которую обязательство должно быть погашено.
0	объединиться; слиться с чем-то уже существующим	терпеть что-то или кого-то неприятного.
0.4	акт перемещения, поворота чего-либо	акт удаления или избавления от чего-то.
1	состояние удержания	состояние подозреваемого.
0	акт управления, администрирования	скорость движения (особенно ходьба или бег).
0.4	качество быть полезным для чего-то	акт принятия решения о чем-то.
0	акт выбора или отбора	акт воспитания чего-то.
5	быть в непосредственном физическом контакте с	быть в непосредственном физическом контакте; установить контакт.
0	место, в пределах которого орган имеет полномочия	акт присоединения одной вещи к другой.
2.6	главная часть чего-либо	максимально возможный уровень чего-то.
2.8	маркировать или покрывать точками или как будто точками	покрыть или как будто покрыть плащом.
0.4	акт использования чего-то.	акт начала чего-то.
0	рвота, контролируемая или неконтролируемая.	что-то скопированное или полученное из оригинала.
0	акт нанесения препарата на что-то.	Общий внешний вид чего-то.
2	акт пропаганды чего-либо	акт воспитания чего-то.
4.91666666666667	(причиной) разделения или перемещения в разных направлениях	чтобы вызвать разделение и идти в разных направлениях.
0	акт использования чего-то.	Путь, по которому движется объект в пространстве.
0	Конечная точка или самая дальняя граница чего-либо.	Отношения, которые обеспечивают основу для чего-то.
0.8	акт замены одной вещи на другую	акт контакта одной вещи с другой.
0.6	акт сохранения или защиты чего-либо	акт уменьшения или уменьшения чего-то.
0.4	акт сокрытия или маскировки	состояние исключения.
0	акт нанесения краски на поверхность	акт подбрасывания монеты.
4.2	вести себя или двигаться определенным образом	вести себя определенным образом.
4.66666666666667	Сокращают на мелкие кусочки, выбивая или измельчая.	уменьшать до мелких кусочков или частиц, выбивая или обтирая.
0	акт сокрытия или маскировки	акт освобождения города или поселка, который был осажден.
0	Наносить крем, как на лицо или тело.	носить, как на спине.
1	сторонник, защитник чего-либо или кого-либо	Визуальный вид чего-то или кого-то.
4.85	Содействовать прогрессу или росту.	способствовать прогрессу или росту.
0	Носить или демонстрировать, как в фасфе чего-то или предмета одежды.	последствие чьих-то усилий или определенного набора обстоятельств.
2.6	перемещаться и оставаться в определенном положении	сосредоточиться на определенном месте или месте.
4.2	(причина) двигаться вперед-назад или в сторону	двигаться вперед-назад или в сторону.
4	Продавать что-то или получать что-то от нечестной деятельности.	продать что-то или получить что-то от энергичной и особенно подлой деятельности.
0	состояние обнаженности, наготы	акт восхождения на что-то.
0	шум чего-то, стучащего по поверхности.	событие чего-то горящего (часто разрушительного).
0.2	акт прогнозирования или предсказания чего-то	акт сохранения чего-то.
4.4	Водоснабжение посевов, как и каналы, канавы или ручьи.	водоснабжение, как и каналы, канавы или ручьи.
0.8	похищение или захват свободно движущегося предмета	поиск или покупка товаров или услуг.
0	Они распространяются повсюду.	стать или стать причиной препятствий.
1.26666666666667	Человеческий акт создания чего-то нового.	акт речи сделать что-то очевидным.
4	отследить форму или контуры	Показать форму или контуры.
0	Пустота в виде борозды или канавки.	перемещаться через или как будто с гребнем.
0	Акт выкупа того, что ранее было продано.	акт объяснения; сделать что-то простым или понятным.
1.2	деятельность по изучению или оценке чего-либо	акт формирования или установления чего-либо.
4.4	Жаловаться; говорить слезоточивым тоном.	говорить в слезливой манере.
0	существуют определенным образом, способом или стилем	Последний или самый низкий в упорядочении или серии.
0.4	акт причинения вреда или причинения вреда кому-либо	акт выбора или отбора.
4.6	собирать или собирать натуральные продукты	Например, натуральные продукты.
4.26666666666667	терпеть что-то неприятное	терпеть что-то или кого-то неприятного.
0.2	Насытить или привить веществом.	сделать отметку или линии на поверхности.
0	акт поворота, вращения объекта	акт присоединения одной вещи к другой.
4.4	делать следы на поверхности	сделать отметку или линии на поверхности.
0.8	акт использования чего-то.	акт найма чего-то или кого-то.
0	определение или реализация чего-то	период времени, который считается лучшим для начала или завершения чего-либо.
4	чтобы подготовиться, подготовиться	Приготовьтесь к действию или использованию.
0.8	акт преднамеренного пропускания чего-либо	акт разрыва, разрыва или расщепления чего-либо.
1.4	акт замены одной вещи на другую	акт присоединения одной вещи к другой.
3.8	Причина двигаться вперед силой.	изменяются или двигаются от фиксированной точки или курса.
0	способ, которым что-то или кто-то функционирует или действует	величина, на которую что-то уменьшается.
